Dates,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
19/07/2024,Sikkim,51.2,37,37.8,90,160,130.67,126.4,101,50.4,63.4,,163.8,130.6,131,161.75,,65.2,415.4,19.8,39.6,59,98
19/07/2024,Tamil Nadu,61.5,45.87,55.35,94.97,180.03,142.79,123.62,91.86,43.88,47.41,204.88,170.62,125.94,,114.42,93.79,56.32,281.05,24.41,50.32,45.94,64.91
19/07/2024,Telangana,54.9,42.1,45.1,84.2,166.3,131.8,118.7,92,41.2,65.1,161.6,164.2,120.44,149.5,114.89,97.22,54.6,302.7,19.9,38.2,42.2,56.9
19/07/2024,Tripura,38,,38.75,92.33,153.67,125.67,113.5,104.25,49,71.5,,135.75,122.67,116,139.75,100,71,217.75,10.5,37.5,47.5,75
19/07/2024,Uttar Pradesh,39.43,26.81,32.67,85.13,165.45,121.27,115.4,93.07,43.84,63.11,189.99,141.54,127.3,129.08,149.15,110.55,51.35,240.18,26.96,33.92,43.23,78.31
19/07/2024,Uttarakhand,37.25,26.75,33.25,86.75,163.25,123,123.5,105.25,43.5,61.25,154.75,138.5,130.25,131,148.25,119,56.5,265,27.75,39.75,50.25,71.5
19/07/2024,West Bengal,44.52,30.4,38.39,85.91,165.32,128.19,125.52,105.96,46.22,55.13,195.73,133.7,114.45,114.13,127.48,99.24,53.22,273.39,22.43,31.83,42.83,78.7
20/07/2024,Andaman and Nicobar,51.33,,68,102.33,185.33,159.67,139.33,101.33,54.33,73,233.5,170.67,166,,130,112.33,77.33,308.33,20.67,60.67,65.67,115
20/07/2024,Andhra Pradesh,51.67,40,39.33,87.67,174,129.33,121,92.33,42.67,53.33,160,137,101,120,111.67,90,57,277.5,21.67,40,41.67,64.25
20/07/2024,Arunachal pradesh,46.5,45,44.5,102.5,167.75,127.75,125,104.5,53.33,76,143.5,162.67,152.67,138,169.5,,75,285,19.33,38.33,51,84
20/07/2024,Assam,43.15,33.38,36.52,88.81,169.44,115.61,116.74,92.59,47.23,72,212.5,149.5,134.95,136.62,144.95,111.94,59.46,251.54,13.5,33.85,46.78,72.28
20/07/2024,Bihar,37.83,27.63,33.2,83.14,159.94,122.89,114.49,80.46,44.77,56.6,189.85,138.31,123.38,127.37,155.58,104.19,48.09,275.67,23.7,32.43,40.4,73.09
20/07/2024,Chandigarh,44,31,36,88,168,127,118,93,45,59,189,141,127,123,123,100,54,278,28,38,44,72
20/07/2024,Chhattisgarh,44.33,39,39.33,85.5,165,119.33,115.83,87,44,61.5,198.6,140.67,114.5,117.33,130.5,100.67,52,255.17,23.83,40.5,42.33,55
20/07/2024,Delhi,40,30,32,90,177,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,50,93
20/07/2024,DNH and DD,51.67,42.33,49,97.67,172.67,150.67,134.67,96,43.67,65.67,205,168.67,143.67,146,134.67,114.33,62.67,360,27.33,36,46.67,84.33
20/07/2024,Gujarat,41.75,38.63,40.75,87.25,168.88,132.25,119.5,97.25,42.88,61.63,176.75,146.38,130,127.38,125,102.13,54.25,261,16.38,39.13,41.88,83.75
20/07/2024,Haryana,37.67,27.67,30.67,83.33,161.33,115,110.33,80.33,43.33,61.33,198,133.33,114.67,117,126.33,95.33,51.33,234.67,23.33,33.33,37.67,72.67
20/07/2024,Himachal Pradesh,41.08,22,33.5,91,177.83,135.25,116,90.58,46.75,52.75,216.5,167.08,139.33,131,140.5,115.5,49.75,270.92,27.67,35.83,50.08,71.58
20/07/2024,Jammu and Kashmir,47.67,30.75,37.83,93.33,178.8,128.67,121.33,101.17,49.5,51.67,,148.33,132.33,126.83,136.75,116.67,54.5,310.5,27.5,35.33,49.33,91.67
20/07/2024,Jharkhand,38.56,31.17,34.44,84.44,164.82,119.22,112.39,82.61,45.35,59.5,178.15,140.24,122.83,125.82,147.53,104,51.65,280.76,25.19,34.83,41.78,66.33
20/07/2024,Karnataka,58.84,43.31,45.77,88.56,165.96,137.79,122.77,101.85,42.77,51.87,177.53,158.89,118.87,133.1,118.26,96.06,52.74,279.04,19.57,41.94,43.28,59.19
20/07/2024,Kerala,50.88,45.25,48.63,97.25,176,146,126.5,102.75,43.9,53.6,212,163,140,129,119.5,101.29,61.6,230.57,15.1,50.67,45.5,73.9
20/07/2024,Madhya Pradesh,39.63,29.65,33.7,87.28,169,122.2,114.33,89.67,43.41,58.17,190,138.43,120.59,111.83,132.3,104.45,50.61,253.04,18.93,36.74,40.22,80.7
20/07/2024,Maharashtra,50.16,39.26,43.21,92.83,175.95,133.56,125.74,96.26,43.05,60,183.42,160.17,129.89,112.58,123.26,102.44,56,304.26,23.84,43.42,40.63,79.11
20/07/2024,Meghalaya,45.75,38.5,36.75,96.75,175,131.75,124,89.88,49.38,74.13,,131.63,139.75,122,180,,74.4,352.75,22.25,38.38,52.63,74.63
20/07/2024,Mizoram,50,35,60,,,,,105,50,80,,180,,130,,,175,520,30,60,80,73
20/07/2024,Nagaland,43.31,42.88,49.88,99.42,170.27,127.88,124.29,98.13,52.06,73.71,200,135.69,164.4,144.56,181.67,162.5,80.3,320.93,17.88,40.13,57.5,80.63
20/07/2024,Odisha,38.92,36.95,40.25,85.36,163.84,121.28,111.76,81.84,44.76,52.84,176,141.04,114.75,125.1,114.64,94.88,51.6,282.84,25.76,32.8,41.44,67.36
20/07/2024,Punjab,40.33,26.13,31.6,91.73,168.93,127.4,116.8,95.07,44.27,61.33,199,130.43,121.36,117.36,132.62,102.3,53.67,283.87,26.2,31.27,43.47,85
20/07/2024,Rajasthan,38.75,31.25,33.75,81.75,166.86,125.5,109.5,91.75,42,52.63,179.57,141.57,125,137.29,159,104,46.75,320.33,19.88,34.38,39.63,62.75
20/07/2024,Sikkim,51.2,37,37.8,90,160,130.67,126.4,101,50.4,63.4,,163.8,130.6,131.5,161.75,,65.2,415.4,19.8,39.6,59,98
20/07/2024,Tamil Nadu,61.82,44.67,55.27,94.38,178.84,143.19,122.67,91.82,44,47.36,203.5,170.27,127,,113.95,92.95,56.23,283,24.91,50.81,46.24,64.29
20/07/2024,Telangana,54.9,42.1,45.1,83.9,166.9,131.9,118.7,92,41.2,65.1,161.5,164.5,120.44,149.5,115.5,97.4,54.7,302.7,19.9,38.5,42.4,57.6
20/07/2024,Tripura,38,,38.75,92.33,155.33,125.67,113.5,104.25,49.25,71.5,,135.25,122.67,115.75,139.75,100,71.5,218.25,10.75,37.5,47.5,73.25
20/07/2024,Uttar Pradesh,39.33,26.82,32.61,85.01,165.03,120.91,114.91,91.62,43.7,63.01,190.04,141.55,126.89,128.87,149.07,110.16,51.16,239.59,26.91,34.08,42.99,78.61
20/07/2024,Uttarakhand,37.33,27.33,33,86.67,167,124,123,107,44,60.33,150.33,136.67,130.33,133.33,152.67,147,57,279,28,38.33,49.33,73.67
20/07/2024,West Bengal,43.81,30.5,38.38,84.63,164.5,125.31,122.44,103.31,46.19,55.06,192.4,133.63,114,113.19,126.38,98.38,51.88,265.75,21.63,30.94,42.5,77.81
21/07/2024,Andhra Pradesh,52,42.25,44,89.5,176.25,134,123.5,93.25,43.5,57,160,151,107.33,120,111.75,90.75,58.75,284,21,39.25,42.25,58.75
21/07/2024,Arunachal pradesh,46.5,45,44.5,102.5,168,127.75,125,104.5,53.33,76,143.5,161.67,151.67,137,168,,75.67,285,19.33,38.33,51,85.67
21/07/2024,Assam,41.44,33.5,36.63,90.75,171.13,111.46,117.88,93.69,47.19,72.25,233,148.5,134.09,130.13,143.33,106.45,60.88,249.69,14.81,34.56,46.56,77.56
21/07/2024,Bihar,37.63,27.53,33.53,83.79,160.42,123.05,113.47,80.53,44.95,56.26,175.17,138.37,120.47,125.95,155,103.25,48.79,290.11,22,32.47,41.37,73.95
21/07/2024,Chandigarh,44,31,36,88,168,127,118,93,45,59,189,141,127,123,123,100,54,278,28,38,44,72
21/07/2024,Chhattisgarh,45.8,39.4,39.2,85.2,165,118,115.6,86.4,44,63,203,143.6,116,117.8,134,100,53.2,261.2,27,41.4,44.4,58
21/07/2024,Delhi,40,30,32,90,177,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,50,93
21/07/2024,DNH and DD,51.33,42,49,97,172.67,149.67,133.67,95,43.67,65.67,205.33,168.67,144,146,134.67,114.33,62.67,360,27.33,36,46.33,82.67
21/07/2024,Gujarat,41,43.33,45.67,88.33,167.67,134.67,118.67,98,43.33,61,172.33,144.67,131.33,127,128.67,108,52.67,263.33,14.67,37.33,39,82.33
21/07/2024,Haryana,37.67,27.67,30.67,83.33,161.33,115,110.33,80.33,43.33,61.33,198,133.33,114.67,117,126.33,95.33,51.33,234.67,23.33,33.67,37.67,70.33
21/07/2024,Himachal Pradesh,41.08,22,33.5,91,178.08,136.33,116,90.58,46.75,52.75,217.5,167.42,139.33,131.2,140.5,115.5,49.75,270.92,27.67,35.83,50.08,71.58
21/07/2024,Jammu and Kashmir,40,32,40,89,162,130,122.5,105,52.5,49,,147.5,129,128,143.5,132,54,302,28,33,50,85
21/07/2024,Jharkhand,39.08,32,34.54,83.27,165.17,117.31,113.54,83.85,45.17,59.82,188.6,139.5,124.08,125.75,146.36,106.17,53.25,284.5,24.91,35.31,42.85,68
21/07/2024,Karnataka,58.87,43.32,45.97,89.48,166.52,138,122.64,102.15,42.81,51.39,175.52,159.59,118.52,133.41,117.84,95.83,52.42,278.52,19.53,42.03,43.52,59.19
21/07/2024,Madhya Pradesh,39.65,29.52,33.63,87.35,168.43,121.05,114,89.88,43.45,58.17,190.63,137.84,119.61,110.74,130.97,104.39,50.92,249.15,18.63,36.9,39.9,79.92
21/07/2024,Maharashtra,50.11,39.37,43.32,92.89,175.79,133.61,125.58,96.63,43.21,60,183.32,160,129.79,112.63,123.21,102.38,56.05,304.11,23.84,43.47,41.37,79.53
21/07/2024,Meghalaya,44.33,38,35.67,96.67,174,130,125,94,48,74.33,,147.33,132.5,121,,,64.33,329,30,38.33,52,69
21/07/2024,Mizoram,50,35,60,,,,,105,50,80,,180,,130,,,175,520,30,60,80,73
21/07/2024,Odisha,40.1,36.67,39.7,86.5,164.2,123.9,111.6,81.3,45,53,190,140.1,109.89,111.5,114.2,94.2,53.6,277.88,26.4,33.4,40.7,68.9
21/07/2024,Puducherry,67,47,40,97,186,142,121,92,50,48,199,146,142,,119,105,55,298,26,58,53,56
21/07/2024,Punjab,39.33,26.17,31.42,91.58,169.25,127.67,116.83,94.58,44.25,61.67,199,130.73,120.5,117.5,130.83,100.67,53.08,284.33,26,31.25,43.75,84.25
21/07/2024,Rajasthan,41,30.6,32.8,81.3,170.56,124.3,109.4,91,42,53.3,175.89,147.11,127.38,131.44,159.13,,45.8,295.63,20.1,36.56,40.56,74
21/07/2024,Sikkim,57,40,40,90,,,120,100,50,65,,160,120,120,140,,70,350,22,40,60,100
21/07/2024,Tamil Nadu,63.11,44.29,56.89,94,178.8,144.53,122.82,93,44,47.89,205.35,174.92,127.75,,114,92.88,56.78,287.89,24.72,50.44,46.94,65.39
21/07/2024,Telangana,54.5,43,48.5,84.5,163,132.5,115,92,40.5,61.5,149.5,144,96,104,107.5,91.5,51,289,22.5,39,47,47
21/07/2024,Uttar Pradesh,39.6,26.77,32.63,85.75,165.66,121.45,114.62,91.37,43.81,62.73,190.61,141.43,126.86,128.62,148.73,110.78,52.08,237.08,26.97,34.12,43.34,79.68
21/07/2024,West Bengal,43.23,30.83,38.54,83.85,164.31,123.77,123.23,104.46,46,55.62,192.56,134,114.38,113.69,127.08,98.85,53.31,259.23,21.85,30.85,43.15,75.31
22/07/2024,Andaman and Nicobar,51,,68,102.33,185.67,159.67,139.33,102,54,73,233.5,171.33,165.67,,129.67,112.33,76.67,308.33,20,57.33,66,108.33
22/07/2024,Andhra Pradesh,52.5,42.5,44.25,89.5,176.5,133.75,124,93.75,43.75,56.75,163,156.25,108,123,111.75,90.75,58.75,293.75,21,40.25,42.25,60.75
22/07/2024,Arunachal pradesh,45.25,45,43.75,102.5,169,130.75,125,104.5,53.33,76,143.5,160,147.33,137,168,,76.67,288.5,19.33,39,51,85.67
22/07/2024,Assam,43.3,33.21,36.7,89.78,168.28,114.75,116.93,92.37,47.4,71.71,212.17,150.15,134.95,135.35,144.9,112.94,60,255.72,13.68,34.72,46.72,72.22
22/07/2024,Bihar,38.08,27.5,33.39,83.17,159.67,122.67,114.19,80.47,44.58,56.22,188,139.47,123.81,128.08,153.64,105.29,47.86,278.62,23.49,32.44,40.64,75.51
22/07/2024,Chandigarh,44,31,36,88,168,127,118,93,45,59,189,141,127,123,123,100,54,278,28,38,44,76
22/07/2024,Chhattisgarh,42.78,37.67,39.67,85.78,163.38,117.75,112.67,90.22,44.11,59.11,192.89,150.78,118.78,124.33,134.44,101.5,50.22,265.89,23.11,40.44,42.67,57.89
22/07/2024,Delhi,40,30,32,90,177,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,50,92
22/07/2024,DNH and DD,51.33,42,49,97,172.33,150,134,95.33,43,65.67,204,167.33,142.67,145.33,134,112.33,62.67,359,27.33,36.67,46.67,86
22/07/2024,Goa,53,49,46.5,98,187.5,151.5,137,97.5,44,57,220,161.5,145,148.5,117.5,98,60.5,320,25.5,47,47,75
22/07/2024,Gujarat,40.75,38.5,39.88,86.25,169.63,133.13,118.88,95.63,42.88,61.63,176.75,146.14,129.63,127.88,125.38,101.75,54.13,261,16.38,38.13,41.25,81.88
22/07/2024,Haryana,38.67,30.33,32.67,84.67,157.67,114.33,112.67,86.67,43.67,63.33,179,132.33,115.33,117.33,125.67,93.67,50.67,228,25.67,34.67,41,67.33
22/07/2024,Himachal Pradesh,41,22,33.92,91.33,178.08,137.17,116.83,90.75,46.5,52.75,218.75,167.33,139,131.2,140.5,115.5,50.08,270.08,27.67,36.17,50.08,70.83
22/07/2024,Jammu and Kashmir,46,30.8,37.57,92.57,174.83,127.43,121.14,100.71,49.5,52.17,,148.33,132.67,126.83,137.25,116.67,54.5,309.83,27.5,35.83,49.33,90.17
22/07/2024,Jharkhand,38.63,30.89,34.58,84.44,165.17,120,113.53,82.47,45.28,59.35,180.08,139.59,123.53,125.12,144.44,102.06,52.28,277.83,25.47,34.68,41.74,65.26
22/07/2024,Karnataka,58.5,43.25,46.09,89.93,169.06,137.68,123.39,101.93,42.91,51.97,177.23,158.8,119.84,131.77,117.75,96.19,52.88,278.5,19.45,42.03,43.53,58.84
22/07/2024,Kerala,50.5,45.21,46.93,96,180.6,146.83,131.38,98.67,43.93,54.21,206,163.78,145.33,129,118.14,100.15,61.43,232.58,15.14,50.21,44.57,72
22/07/2024,Madhya Pradesh,39.31,29.77,33.81,86.73,169,121.69,113.65,88.9,43.29,58.19,189.83,138.1,120.46,111.79,131.04,104.29,50.6,251.83,18.71,36.83,39.4,78.73
22/07/2024,Maharashtra,49.89,39.32,43.21,93.58,175.95,134.74,124.79,96.37,43.16,60,183.21,159.83,129.79,112.58,123.16,102.44,56.16,304.37,23.84,43.32,40.74,78.89
22/07/2024,Manipur,53,42,40,105,180,130,130,100,55,,,150,150,145,,140,80,220,25,40,50,50
22/07/2024,Meghalaya,46.4,38.9,37,97.5,177,133.4,123.4,89.9,49.5,73.7,,136.3,139.75,125.5,154,101.5,86.86,378.2,21.1,38.8,54,79
22/07/2024,Mizoram,47.8,42.11,46.56,105.44,163,136.43,130.25,100.4,51,79.1,159.5,182.4,172.25,123.7,188,128.2,124,473.67,29.3,44.4,54.9,84.4
22/07/2024,Nagaland,43.31,42.88,49.88,99.42,169.3,123.71,124.67,98.13,52.06,73.71,200,135.69,164.4,144.5,180,162.5,80.3,320.93,17.88,40.13,57.5,80.38
22/07/2024,Odisha,39.12,37.63,39.92,85.24,163.6,122.04,112.12,82.32,45,53.25,176.67,141.24,112.96,127.44,115.4,95.44,52.08,284.79,26.08,32.8,41.08,66.8
22/07/2024,Puducherry,67,47,41,97,186,142,121,92,50,48,199,146,142,,119,105,59,298,26,55,53,56
22/07/2024,Punjab,40.2,26.07,31.6,92.47,170,127.8,117.4,95.53,44,61.6,202.38,132.93,121.4,118.67,133.57,102.27,53.67,280.4,26.13,31.8,44.2,86.67
22/07/2024,Rajasthan,41.84,29.38,32.81,82.03,165.07,119.94,107.16,90.09,42.53,52.83,185.08,146.52,122.56,129.81,150.57,116.4,44.56,298.86,20.36,34.03,41.29,62.55
22/07/2024,Sikkim,51.2,37,37.8,90,160,130.67,126.4,101,50.4,63.4,,163.8,130.6,131.5,161.75,,65.2,415.4,19.8,39.6,59,96
22/07/2024,Tamil Nadu,61.5,45.91,55.35,93.72,178.94,142.42,123.21,91.63,43.82,47.41,204.82,168.19,124.61,,114.32,93.62,56.18,277.63,24.44,49.21,46.03,63.47
22/07/2024,Telangana,55.2,42.2,45.2,84.4,167.8,132.7,118.7,92,41.3,65.1,161.5,164.7,120.44,149.5,115.3,97.6,54.7,302.7,20,38.3,42.9,58.4
22/07/2024,Tripura,38,,38.75,92.33,154.67,126.67,113.5,104.5,49.5,71.5,,136,122.67,116.75,139.75,100,71,217.75,10.5,37.5,48,70.75
22/07/2024,Uttar Pradesh,39.53,26.8,32.56,85.28,164.91,120.91,114.39,91.49,43.68,62.95,189.69,141.67,126.57,128.63,148.38,110.28,51.51,239.69,26.96,33.91,43.03,78.14
22/07/2024,Uttarakhand,37.33,27.33,33.33,86.33,168,124,123,107,44,60.33,150.67,136.33,130.67,133.33,153,147,57.33,279,28,38,49.33,75
22/07/2024,West Bengal,44.52,30.4,38.48,85.57,164.61,127.22,123.27,104.74,46.09,55.3,196,133.78,114.17,113.91,127.3,99,53.17,274.96,22.48,31.83,42.74,78.57
23/07/2024,Andaman and Nicobar,51,,68,101.67,185.67,159.33,139.33,101.67,54.67,73,233.5,171,165.33,,129.67,112.67,77,308.33,20,58.33,65,106.67
23/07/2024,Andhra Pradesh,52.5,42.5,44.25,89.5,176.5,133.5,124,93.75,43.5,56.75,168,156.25,108,123,111.75,90.75,58.75,293,21,40.25,42.25,59
23/07/2024,Arunachal pradesh,44,45,44,102.5,169.75,130.25,125,104.5,53.33,76,167,158.33,126,136,168.5,,78.33,290,19.33,39,51,84
23/07/2024,Assam,43.52,32.85,36.52,89.04,167.4,113.87,116.22,93.07,47.33,71.88,210.33,151.19,137.14,136.65,146.14,115.61,59.89,253.04,13.56,35.31,47.37,71.36
23/07/2024,Bihar,37.87,27.47,33.37,82.89,159.63,121.89,113.5,80.45,44.63,56.13,187.4,138.84,122.74,127.74,153.68,104.53,48.11,273.65,23.62,33.05,40.21,74.78
23/07/2024,Chandigarh,44,31,36,88,168,127,118,94,45,59,189,141,127,123,123,100,54,278,28,38,44,76
23/07/2024,Chhattisgarh,40.5,36,37.29,86.71,163.38,117.13,113.75,87.75,43.88,57.29,189.71,143.63,113.25,118.25,131.25,98.71,49.63,256.29,21.75,39.75,41.75,61.13
23/07/2024,Delhi,40,30,32,90,177,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,50,92
23/07/2024,DNH and DD,51.67,42,49,97,171,149.67,133.67,95,43.67,65.67,203.67,168.67,143.33,146,134.67,113.67,62.67,359,27.33,36,46,89.33
23/07/2024,Goa,53,49,46.5,98,187.5,151.5,137,97.5,44,58.5,216.5,161.5,145,148.5,117.5,98,60.5,329,25.5,47,47,73.5
23/07/2024,Gujarat,41.57,39.14,40.29,87.14,170,132.71,117.86,95.43,43.14,61,176.71,147.71,130.43,127.43,124.86,102.14,54.57,261.86,15.57,37.71,41.14,82.57
23/07/2024,Haryana,38,28.75,32.75,85.25,159.75,114.75,113.75,85.25,43.75,61.5,189.75,137.5,117.25,120.25,129.75,96.25,51.75,228.5,24.25,34,39.75,68.75
23/07/2024,Himachal Pradesh,40.75,22,33.92,91.75,178.33,137.5,117.08,90.92,46.42,52.75,219.25,167.5,139.17,131.2,140.75,115.5,50.17,269.92,27.67,36.58,50.42,71.17
23/07/2024,Jammu and Kashmir,47.5,31.5,37.5,93.33,180,128.83,121.33,100.67,49.67,52.17,,148.33,132.67,126.33,138,116.67,54.33,307.33,27.5,36.67,49.33,90.17
23/07/2024,Jharkhand,38.56,30.94,34.61,84.59,164.22,119.22,112.94,82.11,45,58.88,175.62,140.94,123.94,123.47,143.27,101.11,52,269.12,25.25,34.5,41.33,65.94
23/07/2024,Karnataka,58.25,43.25,45.88,90.29,168.87,137.14,123.07,101.31,42.84,51.84,178.81,158.09,119.75,131.74,117.69,96.06,52.72,274.52,19.47,42.16,43.66,57.75
23/07/2024,Kerala,50.43,45.21,46.71,98.75,177.33,144,126.4,99.9,43.71,54.21,211.67,163.89,144.38,129,118,100,61.36,232.33,15.14,50.36,44.57,70.79
23/07/2024,Madhya Pradesh,38.91,29.5,33.85,86.91,168.81,121.53,114.02,88.6,43.28,57.77,189.66,138.3,120.4,111.81,131.3,105,50.55,248.13,18.87,36.33,39.11,78.15
23/07/2024,Maharashtra,49.74,39.42,43.21,92.94,175.33,133.5,124.06,96.37,43.32,60,182.37,160.11,129.53,112.53,122.95,102.25,56.26,304.37,23.84,43.37,41.21,77.58
23/07/2024,Manipur,53,42,40,105,180,130,130,100,55,,,150,150,145,,140,80,220,25,40,50,50
23/07/2024,Meghalaya,46.4,38.9,37,97.5,176.33,133.4,123.4,89.9,49.5,73.7,,136.3,139.75,125.2,154,101.5,86.86,378.9,21.1,40.4,54,78.6
23/07/2024,Mizoram,47.8,42.11,46.56,105.44,163,136.43,130.25,100.4,51,79.1,159.5,182.4,172.25,123.7,188,128.2,124,473.67,29.3,44.4,55,84.7
23/07/2024,Nagaland,43.2,43.29,50.87,101.64,168.67,126.83,125,98.67,51.87,72.85,,134.73,155.5,142.8,160,160,79.67,327.92,17.93,39.47,58.27,83.07
23/07/2024,Odisha,38.39,37.53,40.64,85.22,163.17,120.04,111.83,81.83,44.86,52.73,188,141.3,113.27,126.8,115.3,95.57,51.59,277.18,25.73,33.41,40.61,63.43
23/07/2024,Puducherry,67,47,41,97,186,142,121,92,50,48,199,146,142,,119,105,60,298,26,55,53,56
23/07/2024,Punjab,40.2,26.07,31.6,92.47,170.53,129.73,117.33,95.33,44.13,61.4,202.46,133.4,121.8,119.13,134.64,103,53.73,279.4,26.27,32.07,43.6,84
23/07/2024,Rajasthan,42.1,29.57,33.03,82.78,165.58,120.04,108.21,90.52,42.53,53,183.48,147.5,119.92,128.92,148.25,108.25,44.97,296.56,20.63,35.52,42.31,67.67
23/07/2024,Sikkim,51.2,37,37.8,90,160,130.67,126.4,101,50.4,63.4,,163.8,130.6,131.5,161.75,,65.2,415.4,19.8,39.6,58,98
23/07/2024,Tamil Nadu,61.52,45.93,55.35,94.5,177.81,141.59,122.9,91.74,43.87,47.68,204.62,167.32,125.32,,114.42,93.68,55.42,277.21,24.29,50.74,46.74,61.55
23/07/2024,Telangana,55.1,42.1,44.9,84.7,166.44,132,117.7,92.56,41.3,65.3,160,162,119.33,148.5,114.4,97.1,55.5,302.7,20,37.2,42.8,57.1
23/07/2024,Tripura,38,,38.75,92.33,154.67,130,114.75,107,48.75,71.5,,136.75,122.67,115.75,139.75,99.75,69.75,217.75,10.5,37.75,48,70
23/07/2024,Uttar Pradesh,39.52,26.82,32.47,85.66,164.84,121.12,114.05,91.79,43.67,62.97,189.61,141.41,126.04,128.07,147.75,110.23,51.51,239.72,26.96,34.04,42.64,78.39
23/07/2024,Uttarakhand,37.5,26.75,33.5,87,165.5,122.75,123,105.25,43.5,61.25,154.25,138.25,130,131.5,149.25,118.5,56.75,264.75,28,38.5,49.25,73.25
23/07/2024,West Bengal,43.59,30.5,38.59,84.91,164.55,126.27,122.25,104.5,46.05,55.27,195.91,133.73,113.73,113.59,127.68,98.71,52.82,274.05,22.27,32.09,42.95,78.59
24/07/2024,Andaman and Nicobar,50.33,,68,101.67,185.67,159.67,139.67,102,54.67,73,233.5,171.33,166,,130,112.67,78,308.33,20.33,58.33,66.67,105.67
24/07/2024,Andhra Pradesh,52.5,42.5,44.25,89.5,176.5,133.5,124,93.75,43.5,56.75,168,156.25,108,123,111.75,90.75,58.75,293,21,40.25,42.25,57.25
24/07/2024,Arunachal pradesh,44,45,43.75,102.5,169.25,130.25,125,104.5,53.75,74.5,167,145,125,131,167,,82.5,310.67,19.5,39.25,52,81.5
24/07/2024,Assam,42.33,32.92,36.13,90.08,169.22,114.29,116.63,92.96,47.43,71.86,226.4,150.35,133.94,132.87,145.16,113.81,60.91,250.52,13.96,36.7,46.7,71.23
24/07/2024,Bihar,37.78,27.49,33.27,82.78,159.14,122.11,113.54,80,44.54,56.08,187.4,138.76,122.51,127.43,153.68,105,47.97,272.39,23.53,33,40.11,75
24/07/2024,Chandigarh,44,31,36,88,168,127,118,93,45,59,189,141,127,123,123,100,54,278,28,38,44,76
24/07/2024,Chhattisgarh,40.11,35.33,37.78,85.78,158.11,116.11,112.89,87.56,43.67,58.89,187.75,145.44,113,118.22,129.33,101.86,50.56,244.56,21.25,40.33,41.33,60.44
24/07/2024,Delhi,40,30,32,90,175,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,50,87
24/07/2024,DNH and DD,51.67,41.67,49,97,171.67,149.33,133.67,95.67,43.67,65.67,203.67,168,143.33,146,134.67,114,62.67,359,27.33,36,44.67,87.33
24/07/2024,Goa,53,49,46.5,98,187.5,151.5,137,97.5,44,58.5,216.5,161.5,145,148.5,117.5,98,60.5,329,25.5,47,47,67.5
24/07/2024,Gujarat,41,38.5,40.25,87,169.75,133,119.25,96.13,43.25,61.63,176.63,147.13,130.13,127.63,125.38,101.63,54.13,260.13,16.5,36.5,40.88,83.63
24/07/2024,Haryana,38,28,32.75,84.75,159.25,114.75,113.75,85.25,44,59,192,144.33,119.33,126,136,98.67,52.33,227.33,24,34.67,39.67,72.33
24/07/2024,Himachal Pradesh,40.75,22,33.92,91.75,178.75,137.67,117.25,91.42,46.42,52.75,218.5,167.33,139,131.2,140.5,115.5,50.17,269.92,27.67,37.17,50.5,72
24/07/2024,Jammu and Kashmir,48,31.75,37.83,93,177.25,128.67,121.33,100.33,49.5,52.33,,147,132.67,125.83,137.25,116.67,54.5,309,27.5,36.83,48.5,89
24/07/2024,Jharkhand,38.78,30.76,34.61,84.41,165.33,120.44,113.94,82.83,45.29,59.63,178.43,140.39,124.83,123.65,142.67,101.06,53.12,276.29,25.81,34.89,42.06,65.78
24/07/2024,Karnataka,57.69,43.13,45.63,89.57,168.65,137.45,123.47,101.61,42.69,51.88,176.47,156.97,119.25,131.74,117.47,95.63,52.41,257.44,19.29,41.69,43.59,56.09
24/07/2024,Kerala,50.08,45.54,47.15,97.4,176,146.5,130.83,103.7,43.69,53.77,218.4,165.75,144.69,129,117.83,100.17,60.92,236.45,15.23,51.08,44.69,66
24/07/2024,Madhya Pradesh,38.52,29.38,33.48,86.58,168.9,121.04,113,88.38,43.17,58.06,188.69,137.69,119.88,111.35,130.45,104.29,50.42,245.58,18.67,35.98,38.81,75.56
24/07/2024,Maharashtra,49.53,39.37,43.16,92.78,174.47,134.21,125.11,96.37,43.21,60.26,181.58,159.89,129.16,112.37,122.84,102.31,56.16,304.79,23.84,43.47,40.79,76.47
24/07/2024,Manipur,53,42,40,105,180,130,130,95,55,,,150,150,145,,140,80,220,25,40,50,60
24/07/2024,Meghalaya,46.4,38.8,37.1,97.5,176.33,133.4,123,89.9,49.5,73.7,,136.3,139.75,125.2,154,101.5,86.86,378.6,21.1,40.9,54.6,77.6
