DATE,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
20/06/2024,Haryana,42.75,29.5,33.75,78.75,133,108.25,107.5,93.75,43.67,58,176.33,141.67,124,122.67,148.33,95.67,49,215.67,24,19.67,33.67,23
20/06/2024,Himachal Pradesh,40.75,22,33.33,88.25,167.67,135.25,116.58,89.58,47,52.17,221.67,162.18,138.73,130.56,145.67,118,48.75,270.42,27.58,31.92,41.25,30.08
20/06/2024,Jammu and Kashmir,46.25,30.5,36.75,93.75,158.25,133.5,126,100.75,52.5,50.5,,144.75,133.5,132.25,145.25,121.33,57.5,297.25,28,32.25,39.75,36.5
20/06/2024,Jharkhand,39.74,31.56,35.26,81.89,159.11,120.58,113.53,82.58,45.61,59.18,178.15,140.05,124.95,126.11,151.2,104.59,50.33,285.83,24.39,27.68,33.63,37.16
20/06/2024,Karnataka,60.03,43.72,47.63,94.16,168.34,141.94,127.69,106.97,42.78,50.94,180.63,163.03,120.66,135.84,120.78,97.66,52.41,291.31,20.53,38.22,37.5,53.19
20/06/2024,Kerala,50.42,44.5,45.58,102.82,188.78,149.22,136.33,114.82,44.38,54.38,222.8,163.29,142.91,130,117.5,99.9,62.92,231.92,14.82,51.46,42.85,78.62
20/06/2024,Madhya Pradesh,41.19,29.17,34.43,85.85,164.76,119.65,115.62,91.74,43.52,57.54,189.46,136.09,120.76,112.72,136.91,111.57,48.13,254.85,19.54,27.87,31.36,34.11
20/06/2024,Maharashtra,52.16,38.74,42.63,91.42,176.74,136.21,127.95,96.58,43.21,60,182.95,158.39,128.32,112,121.42,102.88,55.37,299.84,23.47,38.79,38.26,59.74
20/06/2024,Manipur,50,43,40,100,180,145,140,95,55,,,150,140,140,,140,85,220,25,40,45,35
20/06/2024,Meghalaya,46.1,38.3,36.7,94.33,160.71,131.67,121,89.8,49.4,73.6,,135.9,138,125.9,172,126,73.83,373.5,21.3,34.4,42.6,51.5
20/06/2024,Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100.27,50.55,78,159.5,185.55,170.8,127.82,190.25,130.83,121.5,479.67,29.18,42.55,53,77.36
20/06/2024,Nagaland,41.75,42.88,48,102.5,130.25,132.5,121.67,97.38,50.06,73.29,200,137.47,166,148.87,195,142.5,84,322.67,17.88,33.27,52.33,58.67
20/06/2024,Odisha,39.41,37,40.05,83.73,162.95,121.77,112.77,82.55,44.7,52.47,161,142.76,117.7,126.57,117.29,94.9,50.2,286.33,25.6,27.67,38.14,48.9
20/06/2024,Puducherry,65,45,40,91,177,137,121,90,43,48,195,146,142,,110,100,48,298,26,45,36,28
20/06/2024,Punjab,39.6,25.2,31.27,91.73,159.73,128,117.93,98.8,44.67,60.93,199,129.2,122.27,117.2,135.46,102.82,53.8,274.53,26.4,27,37.13,24.4
20/06/2024,Rajasthan,42.73,28.86,32.23,74.95,129.14,112.27,106.27,91.86,41.81,52.45,182,144.75,124.26,133.55,160.31,138,44.1,295.05,20.65,26.33,34.14,36
20/06/2024,Sikkim,54.6,35.2,38.4,86.4,137.6,127,125,100,49,63.4,,167.8,128.4,138.75,171.2,,60.2,410,18.6,36.6,53,55.4
20/06/2024,Tamil Nadu,61.46,45.76,54.36,93.94,182.42,144.89,125.14,94.13,44.06,47.17,204.06,172.15,126.44,,113.22,93.56,55.92,307.88,24.56,48.25,45.94,68.39
20/06/2024,Telangana,54.67,43.22,46.78,80.38,167.89,129.78,119.44,94,41.33,67.11,163.56,166.11,118.22,145.6,115.78,98.67,57.44,308.44,21,35.88,43,65.5
20/06/2024,Tripura,38.5,,39,87,146,128,110.25,102.75,48,70.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,40.25,50.75
20/06/2024,Uttar Pradesh,38.79,26.15,32.49,83.36,157.83,120.63,114.8,93.79,43.73,62.85,189.1,140.14,127.88,130.54,153.22,110.66,49.57,238.99,26.61,26.61,33.39,31.77
20/06/2024,Uttarakhand,37.75,26.75,33.25,89.5,146.75,115,113.25,99.25,42.75,60.5,154.5,138.75,130.75,132.25,147,116.5,56.75,264,28,29,31.5,24.75
20/06/2024,West Bengal,44.5,30.56,37.55,84.91,156.32,124.29,130.77,106.86,46.29,54.76,198.82,132.64,114.36,112.82,126.68,99.15,51.71,275.95,22.57,29.14,36.91,47.05
21/06/2024,Andaman and Nicobar,48.67,,68,96.67,173.33,156.33,136,100,55,73.33,233.5,174.33,163.67,,128.67,114.33,78.33,316,21,61.67,56.67,106.67
21/06/2024,Andhra Pradesh,62,42.75,45.5,86.75,172.75,135.75,124.75,103,42.75,58.5,166.75,165.67,109,159.5,112,89.5,58,288.33,22.5,34.5,38,59.75
21/06/2024,Arunachal pradesh,46,45,44.25,101.75,152.75,132,122.5,104.25,55,77,143.5,157.67,153.33,138.67,180,,75,298.5,20,38.33,45,56
21/06/2024,Assam,41.83,32.27,36.83,89.29,160.42,114.24,115.33,92.29,47.54,71.13,210.67,151.04,136.63,134.71,143.42,116.47,59.54,248.92,13.79,31.75,39.21,50.18
21/06/2024,Bihar,38.06,27.37,33.03,81.63,154.46,120.89,114.29,80.31,44.35,56.38,180,135.56,122.32,126.21,159.93,103.44,47.59,279.33,23.15,23.73,32.03,31.64
21/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,38,35
21/06/2024,Chhattisgarh,42,38.25,39.88,92.88,163.63,114.25,113.5,93.88,43.63,57.88,204.38,150.75,128.5,129.75,142.88,113.75,48.5,299.75,23.38,32.88,38.88,44.63
21/06/2024,Delhi,40,29,31,97,177,147,127,90,44,56,209,148,130,128,139,104,58,243,26,30,50,33
21/06/2024,DNH and DD,50,41.33,47.33,91.67,177.33,148.67,131.33,95.33,43.67,65,192.67,150.33,134,135,126.67,107,63.67,350,27.33,34.67,35.67,53.67
21/06/2024,Goa,52.5,48,45.5,95,186.5,153.5,133.5,96.5,44,57.5,219,161,140.5,155,117.5,98,60.5,329,24.5,42,43.5,64
21/06/2024,Gujarat,38.67,38.17,40.4,86.83,169.5,122.67,118,90.5,43.17,61,177.17,145.17,127.5,130.83,125.17,102.33,58.33,249.33,14.33,30,36.83,45.83
21/06/2024,Haryana,40.67,27,31.33,76.33,141,108.33,104.67,85.33,45,60,187.33,138.67,117,120,134.33,96,47.33,230.67,23.67,22.33,30,24
21/06/2024,Himachal Pradesh,40.92,22,33.25,88.42,168,135.83,117.17,89.67,47.08,52.17,219.75,162.25,138,129.4,143.5,118,48.83,270.42,27.58,31.5,42,32.42
21/06/2024,Jammu and Kashmir,44.6,33,36.75,99.2,151.4,129,126,103,52,49.4,,148.8,137.2,133,142.8,120.33,55.8,309.8,28,32,38.2,37.6
21/06/2024,Jharkhand,39.78,31.76,35.39,83.5,159.5,120.72,112.67,82.39,45.76,59,175.67,141.11,125.89,125.88,151.46,104.47,49.65,278.29,24.35,28.44,34.72,40.39
21/06/2024,Karnataka,59.67,43.77,48.16,95.03,169.13,142.03,127.63,107.65,42.94,50.71,179.47,162.74,121,135.57,120.94,97.61,52.48,286.97,20.37,38.61,38.94,59.71
21/06/2024,Kerala,49.64,44.55,46.09,103.8,189.78,149.22,138.78,118.6,44.18,54.82,216.8,162.57,144,,118.45,100.56,61.73,234.9,15.2,52.82,44.09,89.09
21/06/2024,Madhya Pradesh,41.15,29.19,34.38,86.17,165.1,119.67,115.67,91.67,43.43,57.65,190.11,135.98,120.87,112.7,135.96,110.17,48.07,253.52,19.6,28.56,32.42,36.42
21/06/2024,Maharashtra,52.58,38.95,42.84,91.63,178.32,136.58,127.79,97,43.11,59.84,183,158.5,128.84,112.05,122.11,102.88,55.42,301.42,23.63,39.84,39.42,62.11
21/06/2024,Manipur,50,43,40,100,180,145,140,95,55,,,,,,,,85,220,25,40,45,35
21/06/2024,Meghalaya,46,38.22,36.78,94.2,160,131.67,121.11,89.78,49.33,74.22,,133.44,138.5,123.56,172,139,73.83,364.22,22.11,34.89,45.33,52.78
21/06/2024,Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100.27,50.55,77.82,159.5,185.55,170.8,127.82,190.25,130.83,121.5,478.89,29.18,42.91,52.82,78.45
21/06/2024,Nagaland,41.75,42.88,48,102.5,130.25,133.13,121.67,97.38,50.06,73.29,200,138.56,166,149.88,195,142.5,84,322.67,17.88,33.6,53.67,64.67
21/06/2024,Odisha,38.5,37.71,40.19,84.09,164.09,121.73,112.82,82.82,44.86,52.05,182.17,143.86,115.86,129.4,117.18,96.55,51,267.33,25.86,29.36,39.91,52.82
21/06/2024,Puducherry,65,45,40,91,178,138,121,90,43,48,203,146,142,,110,100,48,298,26,46,41,31
21/06/2024,Punjab,38.71,25.21,31.14,92,163.14,128.93,118.5,97.79,44.57,60.64,199.08,130.07,122.43,117.21,133,101.2,54.43,280.43,26.43,27.57,38.64,25.79
21/06/2024,Rajasthan,41.64,29.52,32.76,77.32,130.72,112.52,105.28,90.48,42.59,53.05,182.83,146.54,123.91,133.57,159.29,115.5,45.45,301.57,20.95,26.79,33.13,35.42
21/06/2024,Sikkim,54.6,35.2,38.4,86,136.6,126.6,125,100,49,63.4,,167.8,128.4,138.75,173,,60.2,410,18.8,36.6,53,57.4
21/06/2024,Tamil Nadu,61.97,45.73,54.78,94.13,182.41,145.06,125.03,94.21,44.03,47.59,204.42,172.93,127.9,,113.06,93.23,56.34,302.18,24.59,47.75,46.5,74.66
21/06/2024,Telangana,54.2,42.2,45.7,80.22,165.5,130.5,120,93.8,41.4,66.3,163.9,166.5,121.2,150.5,115.3,98.2,57,304.9,20.3,35.1,44.1,66.6
21/06/2024,Tripura,38.5,,39,87,146.33,128,110.25,102.75,48,70.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,42,52.75
21/06/2024,Uttar Pradesh,38.92,26.24,32.6,83.93,158.71,121.08,115.08,93.91,43.8,62.86,189.62,140.27,127.96,130.51,152.86,110.49,49.73,239.03,26.65,27.4,35.25,34.36
21/06/2024,Uttarakhand,38,26.5,33.5,90.25,145.75,115.25,113.25,99.5,42.75,60.5,154.75,139,130.75,131,147,116.5,56.75,264,28,29.75,33.5,27.5
21/06/2024,West Bengal,44.91,30.2,37.5,85,155.36,124.48,130.68,106.73,46,54.27,198.27,133.64,114.36,113.45,127.64,100.3,52.23,276.18,22.73,29.59,36.55,51.09
22/06/2024,Andaman and Nicobar,48.67,,68,96,174.33,157.33,135.33,100,53.67,73,232.5,172.67,164.33,,128.33,114.67,77.67,314.67,21,61.67,56.67,106.67
22/06/2024,Andhra Pradesh,60.6,44.4,47.4,88,176.8,138,125.8,101.6,42.8,60.4,166.8,169,111.25,159.5,111.4,90.2,58.6,290.5,21.8,36.6,40.8,58.8
22/06/2024,Arunachal pradesh,46,45,44.25,101.75,154,132,122.5,105,55,77,143.5,157.67,155.33,139.33,181,,77.5,298.5,20,38.67,46.67,58.33
22/06/2024,Assam,43.25,33.1,36.67,90.04,161.63,116.1,115.79,92.88,47.33,71.79,210.2,149.33,135.72,135.75,148.53,110.67,59.42,257.63,13.58,31.33,40.54,50.64
22/06/2024,Bihar,38.17,27.04,33.21,82.58,152.63,121.54,114.63,80.75,44.46,56,172.45,134.88,122.29,126.21,158.67,103.2,47.38,285.13,22.67,24.08,31.54,30.75
22/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,38,35
22/06/2024,Chhattisgarh,42.5,39,39.25,86.5,158.5,114.25,118.5,87.75,43,63.75,202,148.25,121.25,126.5,149.75,108.5,50.25,301.75,26.5,36,42,56
22/06/2024,Delhi,40,29,31,97,177,147,127,90,44,56,209,148,130,128,139,104,58,243,26,30,50,33
22/06/2024,DNH and DD,50,41.33,47.33,91.67,177.33,148.67,131.33,95.33,43.67,65,192.33,150.33,134.33,135,127,107,63.67,350,27.33,34.67,38.67,55.67
22/06/2024,Gujarat,45.67,40,43,93.33,173.33,136.67,125.67,93.67,43.67,63.33,173,141.33,128,127.67,126.33,112.67,56.33,241.67,17.33,33,33,43.33
22/06/2024,Haryana,39.5,29.25,31.75,78.75,141.75,108.25,108,87.5,45,60.25,179.75,138.75,121.75,118.5,140,95.5,49.25,226.25,24.25,23.75,36.25,26.75
22/06/2024,Himachal Pradesh,40.92,22,33.25,88.33,167.92,135.67,117.08,89.75,46.92,52.17,219.75,162.17,138,129.4,143.5,118,48.67,270.33,27.5,31.75,42.75,33.83
22/06/2024,Jammu and Kashmir,38.5,32.5,34,95,133.5,126.5,130,100,55,46.5,,149,141.5,137.5,158.5,142,54,303.5,28,34,40,44
22/06/2024,Jharkhand,39.74,31.61,35.26,83.89,160.21,120.89,113.63,82.63,45.83,59.18,179.23,140.47,125.84,125.67,150,104.59,50.28,286.56,25.06,28.68,34.74,41.32
22/06/2024,Karnataka,60.17,43.8,47.83,95.4,169.23,142.5,127.47,107.83,42.87,50.1,179.3,163.33,120.43,136.03,120.73,97.47,52.07,285.38,20.07,39.5,39.87,63.07
22/06/2024,Kerala,50.25,44.83,45.92,103.42,189.91,150.27,136.64,114.08,44,54.08,222.8,163.57,144.92,133,117.85,99.64,62.31,233.85,14.92,50.77,42.54,78.85
22/06/2024,Madhya Pradesh,41.14,29.05,34.34,86.09,167.11,120.75,115.95,91.98,43.57,57.77,191.32,135.07,119.55,112.61,135.86,109.55,48.16,251.77,19.53,28.79,32.12,39.05
22/06/2024,Maharashtra,52.79,38.84,42.84,91.84,178.53,136.63,127.74,97.26,43.11,59.84,182.84,158.61,129,112.21,122.21,102.94,55.42,301.42,23.63,39.95,39.47,64
22/06/2024,Meghalaya,45.88,38,36.38,92.75,156.4,130.6,121,89.5,49.25,74,,131.38,139.25,122.75,185.33,175,72.6,350.13,22.25,34,44.5,52.88
22/06/2024,Mizoram,50,40,45,98,,,120,110,50,75,,190,220,150,,,100,520,25,40,60,70
22/06/2024,Nagaland,41.53,42.88,48.33,100.91,130.91,134.29,121.79,97.2,50.07,73.69,200,137.13,157.5,147.87,195,142.5,84,325,18.07,33.93,53.33,65.67
22/06/2024,Odisha,39.22,38,41.89,84.78,162.56,126.44,111.67,83.89,45.56,52.67,180,140.78,112.88,119.5,116.11,96,50.56,290.86,26.89,29.78,37.67,56.78
22/06/2024,Puducherry,65,45,40,91,178,138,121,90,43,48,203,146,142,,110,100,48,298,26,46,41,31
22/06/2024,Punjab,38.64,25.14,31.14,91.64,163.43,128.71,118.57,97.86,44.57,60.57,199.33,130.07,122.5,117.21,133.08,101.2,54.71,280.43,26.43,27.86,39.36,28.57
22/06/2024,Rajasthan,40.67,28.33,31.67,69.5,132.17,109.33,104,91.5,40.6,54.6,171.8,153,125.2,135,151,111,41.8,319.2,19.2,23.8,35.4,38.2
22/06/2024,Sikkim,54.6,35.2,38.4,86,136.6,126.6,125,100,49,63.4,,167.8,128.4,138.75,177,,60.2,410,18.8,36.6,53,61
22/06/2024,Tamil Nadu,62.42,45.17,54.75,94.29,182.33,144.96,125.54,94.45,44.26,48.3,203.65,179.38,128.09,,113.3,93.7,56.04,300,24.65,48.61,47.09,74.48
22/06/2024,Telangana,54.2,42.1,45.7,80.11,165.4,130.2,120,94.1,41.4,66.4,163.9,166.3,121.2,150.5,115.3,98.5,57.1,305,20.4,35.5,43.7,70.5
22/06/2024,Tripura,38.5,,39,87,146.33,128,110.25,102.75,48,71.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.5,43.75,52.75
22/06/2024,Uttar Pradesh,38.99,26.18,32.51,83.9,159.96,121.44,115.3,93.59,43.88,62.96,190.48,140.03,128.16,130.25,152.56,110.24,49.82,237.67,26.66,27.89,36.25,36.41
22/06/2024,Uttarakhand,38.5,24.5,34,87.5,155.5,117,115,101.5,44,61,151,134,120,128.5,156.5,,60.5,290,28,30,36.5,24
22/06/2024,West Bengal,43.63,30,37.56,82.38,155.94,120.47,125.94,105.31,46,54.94,195.2,131.31,112.25,110.56,125.69,98.94,51.56,264.88,21.25,29.25,37.75,50.13
23/06/2024,Andhra Pradesh,58.67,45.33,45.67,91.67,178,138,126.33,94.67,43.33,62.33,163.67,156,112.5,,110,91,59.67,288.5,22,37,40,66.67
23/06/2024,Arunachal pradesh,46,45,44.25,101.75,154.5,132,122.5,105,53.33,76,143.5,157.67,155.33,139.33,181,,76,298.5,18.33,40,46.67,61.67
23/06/2024,Assam,41.71,33,35.94,87.35,165.47,112.46,116.12,93.35,47.35,72.12,233,147.76,133.82,134,148.38,106.1,59.88,256.76,14.59,31.18,40,52.82
23/06/2024,Bihar,37.47,27.24,33,83.06,155.59,123.94,115.24,80.71,44.71,56.53,170.86,135.82,119.18,123.59,154.71,101.93,47.88,276.29,23.06,25,32.12,31.06
23/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,24,38,35
23/06/2024,Chhattisgarh,40,37,39.8,90.2,157.2,114.8,111,84.8,44.2,61.8,200.2,138.4,110.4,119.6,136.2,102.4,49.6,319.8,23.6,37,39.4,53.8
23/06/2024,Delhi,40,29,32,100,180,150,130,90,45,56,212,151,132,129,143,104,60,245,26,30,50,35
23/06/2024,DNH and DD,50,41.33,47.33,91.67,177.33,148.67,131.33,95.33,43.67,65,192.67,150.33,134,135,126.67,107,63.67,350,27.33,34.67,38.67,62
23/06/2024,Gujarat,43,37.5,40.5,86,171.25,131,124.5,96.25,43.25,63.75,182.5,140.75,120,129.75,127.25,108.25,50.5,244.25,15.5,29,41,49.25
23/06/2024,Haryana,40,27.33,31.67,76.67,143.33,108.67,105,83.67,45,60,187,138.33,118.33,119.67,134,95.67,47.67,230,23.33,22.33,30,24
23/06/2024,Himachal Pradesh,41,22,32.7,88.3,168.4,134.5,115.3,89.5,46.4,51.1,223,162,137.4,129,143.5,118,48.2,279.6,27.4,31.8,41.8,34
23/06/2024,Jammu and Kashmir,39,34.5,36,95,148.5,131.5,130,100,50,47,,147.5,134.5,133,160,140,53,333.5,28,35,38.5,46
23/06/2024,Jharkhand,40.6,31.56,35.6,85.8,162.9,119.4,114.4,84,45.5,59,190.17,140.1,122.6,125.44,154.43,105.11,49.8,288.9,23.78,28.5,34.4,46.2
23/06/2024,Karnataka,60.03,43.7,47.27,95.1,169.4,141.73,126.4,105.83,42.9,50.53,180.1,162.9,119.69,135.68,119.48,97.14,52.34,285.93,19.9,39.77,40,63.5
23/06/2024,Madhya Pradesh,40.95,29.29,34.46,85.56,166.71,119.41,115.54,92.05,43.51,57.42,190.8,134.68,119.49,112,135.05,110.71,48.12,251.37,19.73,29.24,32.41,39.05
23/06/2024,Maharashtra,52.79,38.84,42.84,92.16,178.47,136.63,127.79,97.37,43.11,59.84,182.95,158.72,129.16,112.21,122.42,102.94,55.37,301.63,23.63,39.95,39.47,64.16
23/06/2024,Meghalaya,44.33,37.33,35,92.67,158.33,127.67,121,92.67,48,74,,144.33,135,122.67,210,,75,330,30,36,43.5,57.5
23/06/2024,Mizoram,50,40,45,98,,,120,110,50,75,,190,220,150,,,100,520,25,40,60,70
23/06/2024,Odisha,39.75,36.43,39.13,85,166.25,126.63,110.88,81.5,45.5,53,172.5,139.75,114.29,119,113.75,92.63,52.5,284.29,26.25,30.75,37.63,57.38
23/06/2024,Punjab,38.75,25.5,31.08,91.67,161.25,127.5,117.08,96.08,44.67,61.33,197.27,129.58,122.33,117.25,132.82,101.56,54.33,283.58,26.17,27.92,40.17,30
23/06/2024,Rajasthan,42.17,29.33,32,79.5,152.5,119.33,107.67,88,42,53.5,167.4,141.33,122.5,125.5,146.8,,46,297.83,18.33,26.5,29.67,38.67
23/06/2024,Sikkim,57,34,40.5,80,127.5,132.5,119,105,47.5,62.5,,185,140.5,167,200,,58,381.5,19,35,60,47.5
23/06/2024,Tamil Nadu,61.63,44.56,55.31,94.44,183.19,144.56,126.31,96.46,44.4,45.79,201.75,178,129,,112.81,92.94,57.07,310.7,24.73,48.6,46.27,74.87
23/06/2024,Telangana,52.5,38.75,49.5,77.75,160,129.75,116.5,89.5,40,60,157.67,155,106.67,103,111,97,55.33,290,19.33,29,44.33,76.67
23/06/2024,Uttar Pradesh,38.95,26.33,32.85,84.86,160.12,122.34,115.31,93.76,43.95,62.57,191.26,140.12,128.58,130.98,154,111.52,49.98,235.39,26.73,28.58,37.42,37.81
23/06/2024,West Bengal,43.29,29.71,37.86,81.57,155.93,119.15,126.64,107.14,45.64,55.64,195.67,132.57,111.57,111.79,128,101,53.79,262,21.43,29.29,37.57,51.93
24/06/2024,Andaman and Nicobar,47.5,,67,92.5,167.5,152.5,134,100,56.5,73.5,232.5,176,166.5,,133,116,81,300,20,62.5,55,105
24/06/2024,Andhra Pradesh,60.6,44.4,47.4,88,176.8,138,125.8,101.6,42.8,60.4,166.8,169,111.25,159.5,111.4,90.2,58.6,290.5,21.8,36.6,40.8,59.4
24/06/2024,Arunachal pradesh,50,45,46,103.33,163,135.33,123.33,106.67,55,77,167,141.5,136.5,136.5,166.5,,80,327,17.5,46,50,78.5
24/06/2024,Assam,42.86,32.79,36.39,89.29,161.21,115.38,115.36,92.32,47.39,71.54,209.29,150.43,136.09,137,147.27,115.16,59.54,253.04,13.37,31.63,40.89,49.84
24/06/2024,Bihar,38,27.26,33.37,81.68,154.11,120.39,114.61,80.32,44.39,56.08,182.44,136.11,123.21,126.66,159.13,104.53,47.55,279.35,23.32,24.18,32.5,33.32
24/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,255,28,27,40,40
24/06/2024,Chhattisgarh,40.33,38.17,40,95.5,163,118.33,114.83,94,43.83,54.5,197.17,156.33,131,134.83,143.33,116.83,47.83,311.67,21.5,34.67,40.5,52.17
24/06/2024,Delhi,40,29,32,97,177,143,127,90,44,56,209,148,129,128,139,104,58,243,26,30,50,35
24/06/2024,DNH and DD,49.33,41.33,47.33,91.67,177,149,131,95.33,43.67,65,192,153.33,134.67,135,127.33,107.67,63.67,350,27.33,35.67,39.67,65.33
24/06/2024,Goa,52.5,48,45.5,95.5,188.5,154,134,97,44,57.5,219,161,143,154,117.5,98,60.5,329,24.5,42,44.5,65
24/06/2024,Gujarat,42.57,38,41.17,88.57,170.71,129.29,120,93.14,43.29,61.57,177.14,144,126.43,128.57,125.86,106.14,56.29,245.57,16.43,31.29,38.29,47.57
24/06/2024,Haryana,39.5,29.25,31.75,78.75,142.75,108.25,108,86.5,45.25,60.5,179.75,139,120.75,118.75,140.25,95.75,49.25,226,24.25,23.75,36.25,26.75
24/06/2024,Himachal Pradesh,41,22,33.17,89.17,169.58,135.5,117.17,89.83,47.17,52.17,219.75,163.08,138.25,129.5,143.5,118,48.83,270.58,27.5,33,43.67,35
24/06/2024,Jammu and Kashmir,47.5,32.8,37.67,98.33,152,128,125.5,102.83,51,51,,152.17,137.17,132.67,145.4,120,54.67,312.33,27.4,31.67,39,39
24/06/2024,Jharkhand,40,31.76,35.5,85.44,160.11,121.44,113.61,83.11,45.88,59.06,176.25,141.94,127.72,126.76,150.5,104.76,50.29,278.82,24.94,29.76,36.53,45.06
24/06/2024,Karnataka,59.97,43.69,47.75,94.63,169.59,142.41,127.19,107.38,42.94,51.03,180.35,162.61,120.9,135.73,121.13,97.74,52.77,288.13,20.55,38.75,39.53,61.59
24/06/2024,Kerala,50.42,44.58,45.83,102.55,189.5,150.1,135.5,115.36,44.15,54.38,222.8,163.57,142.83,133,117.75,100.1,62.46,231.38,15,50.77,43.31,78.85
24/06/2024,Madhya Pradesh,41.45,29.34,34.49,86.13,165.62,120.04,115.83,91.79,43.4,57.8,189.55,136.49,120.4,112.87,136.48,109.77,48.26,255.5,19.87,29.77,33.19,40.41
24/06/2024,Maharashtra,53.11,39,43.05,92.32,178.63,136.79,127.58,97.26,43.22,59.56,183,159.17,129.26,112.37,122.53,103,55.61,307.44,23.44,40,39.74,65.42
24/06/2024,Manipur,50,43,40,100,180,145,140,95,55,,,150,140,140,,140,85,220,25,40,45,35
24/06/2024,Meghalaya,46,38.22,36.78,94.6,161.67,132,121.11,89.78,49.33,74,,127.5,138.33,123.75,172,139,73.83,363.89,22,35.33,46.67,54.11
24/06/2024,Mizoram,47.91,42.1,45.9,107.44,151.14,125.29,127.78,100.55,50.55,77.82,159.5,185.55,170.8,127.82,190.25,130.83,121.5,478.56,29.18,43.45,52.82,78.91
24/06/2024,Nagaland,41.75,42.88,48,102.5,130.25,133.13,121.67,97.38,50.06,73.29,200,138.56,166,150.19,195,142.5,84,322.67,17.88,33.69,55.31,65.94
24/06/2024,Odisha,38.58,37.1,39.96,84,163.19,123.58,112.46,82.5,44.73,52.36,172.17,142,113.8,125.2,116.15,94.96,51,273.9,26.23,30.04,40.35,57.38
24/06/2024,Puducherry,65,45,40,91,178,138,121,90,43,48,203,146,142,,110,100,48,298,26,46,41,31
24/06/2024,Punjab,39.67,25.2,31.33,91.33,160.13,128.8,118.13,98.73,44.6,60.93,200.69,129.73,122.67,117.4,134.77,102.45,54.47,281.47,26.4,28.2,40.93,31.8
24/06/2024,Rajasthan,41.32,29.32,33,77.11,130.29,112.11,105.07,90.36,42.56,52.2,184.35,148.59,123.32,134.96,157,110.5,44.89,297.33,21.17,26.41,34.41,36.26
24/06/2024,Sikkim,54.6,35.2,38.4,86,136.6,126.6,125,100,49,63.4,,167.8,128.4,138.75,177,,60.2,410,18.8,36.6,54,61.4
24/06/2024,Tamil Nadu,62.18,45.28,53.68,94.56,182.88,145,125.47,94.23,44.12,47.12,203.38,173.91,126.44,,113.56,93.59,56.38,309.44,24.44,48.62,46.47,73.44
24/06/2024,Telangana,53.9,42.3,45.8,80.44,165.7,130.1,119.7,93.2,41.4,64.78,163.22,166.11,121.2,150.5,115.2,98.3,56.5,304.2,20.4,35.1,43.2,66.44
24/06/2024,Tripura,38.5,,39,87.33,147.33,128,111.25,103.5,48,71.25,,132.25,122.67,116,139.75,100.25,69.25,221.5,10,34.25,46.25,52.75
24/06/2024,Uttar Pradesh,38.96,26.32,32.59,84.25,159.71,121.37,115.2,93.73,43.81,62.91,190.23,140.37,127.95,130.28,152.79,110.42,49.88,239.4,26.69,28.03,36.91,37.04
24/06/2024,Uttarakhand,38,26.5,34,90.25,146.25,115.25,113.25,99.5,42.5,60.5,154.5,138.75,130.5,132.25,147,116.5,56.75,264,28,30.25,34.75,28.75
24/06/2024,West Bengal,44.87,30.2,37.91,84.83,156.26,123.95,130.22,106.96,46.04,54.91,197.45,133.13,114.39,113.83,127.83,100.33,52.52,274.09,21.86,29.52,37.91,53.65
25/06/2024,Andaman and Nicobar,48.67,,68,96.33,174.33,156.67,135.33,100,54,73,232.5,172.33,164.33,,128.33,114.33,77,314.67,20.67,62.5,55,105
25/06/2024,Andhra Pradesh,60.6,44.4,47.4,88,176.8,138,125.8,101.6,42.8,60.4,166.8,167,111.2,148.67,111.4,90.2,58.6,317,21.8,35.4,40.6,54.6
25/06/2024,Arunachal pradesh,46,45,44.25,101.75,156.75,131,122.5,105,53.33,76,143.5,157.67,161,139.33,181,,75,298.5,18.33,38,46.67,66.67
25/06/2024,Assam,43.27,32.77,36.5,89.23,160.31,114.23,115.38,92.81,47.46,71.4,210.33,150.46,136.75,137.36,147.4,115.39,59.35,257.15,13.52,31.88,41.85,50.44
25/06/2024,Bihar,38.28,27.22,33.08,81.94,153.75,120.94,114.61,80.11,44.33,55.92,182.44,134.94,122.56,125.89,159.66,102.57,47.67,281.92,23.25,24.42,32.86,33.75
25/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,27,40,40
